기준년도,학교종류명,설립구분명,학교명,단과대학명,학과명(전공),구분명,학과특성명,남자졸업자수(A)(명),여자졸업자수(A)(명),건강보험연계남자취업자수(B)(명),건강보험연계여자취업자수(B)(명),해외남자취업자수(B)(명),해외여자취업자수(B)(명),영농업남자종사자수(B)(명),영농업여자종사자수(B)(명),개인창작활동남자종사자수(B)(명),개인창작활동여자종사자수(B)(명),1인남자창(사)업자수(B)(명),1인여자창(사)업자수(B)(명),남자프리랜서수(B)(명),여자프리랜서수(B)(명),진학자남자수(C)(명),진학자여자수(C)(명),입대자수(D)(명),취업불가능남자수(E)(명),취업불가능여자수(E)(명),외국인유학생남자수(F)(명),외국인유학생여자수(F)(명),건강보험직장가입제외남자대상자수(G)(명),건강보험직장가입제외여자대상자수(G)(명),남자기타인원수(명),여자기타인원수(명),남자미상인원수(명),여자미상인원수(명),취업률(%) [B/{A-(C+D+E+F+G))]x100(%),입학당시남자기취업자수(명),입학당시여자기취업자수(명),교내남자취업자수(명),교내여자취업자수(명),1차유지합계취업률(수시)(%),1차유지남자취업률(수시)(%),1차유지여자취업률(수시)(%),2차유지합계취업률(수시)(%),2차유지남자취업률(수시)(%),2차유지여자취업률(수시)(%),3차유지합계취업률(수시)(%),3차유지남자취업률(수시)(%),3차유지여자취업률(수시)(%),4차유지합계취업률(수시)(%),4차유지남자취업률(수시)(%),4차유지여자취업률(수시)(%)
2014,대학교,사립,아주대학교 _본교,경영대학,금융공학과(0115099),주간,일반과정,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,법과대학,법학과(0115847),주간,일반과정,54,29,24,14,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,28,12,0,0,48.7,0,0,1,2,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,사회과학대학,경제학과(0114604),주간,일반과정,69,39,33,21,2,2,0,0,0,0,1,0,1,0,3,1,1,0,0,1,0,0,0,27,15,0,0,58.8,0,1,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,사회과학대학,사회학과(0116333),주간,일반과정,10,5,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,46.7,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,간호대학,간호학과(0114252),주간,일반과정,5,73,4,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,87,0,1,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,자연과학대학,물리학과(0115686),주간,일반과정,17,4,5,1,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,2,0,0,0,75,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,자연과학대학,생명과학과(0116448),주간,일반과정,24,27,3,5,0,0,0,0,0,0,0,0,1,1,10,7,1,0,0,0,0,0,0,9,14,0,0,30.3,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,자연과학대학,수학과(0116673),주간,일반과정,30,13,8,4,0,0,0,0,0,0,0,0,5,2,5,1,1,0,0,0,0,0,0,11,6,0,0,52.8,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,자연과학대학,화학과(0119242),주간,일반과정,23,17,9,7,0,0,0,0,0,0,0,0,1,2,8,6,0,0,0,0,0,0,0,5,2,0,0,73.1,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,건설시스템공학과(0114308),주간,일반과정,38,9,19,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,14,5,0,0,53.7,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,건축학과(0114423),주간,일반과정,46,21,20,9,2,1,0,0,0,0,1,0,2,2,6,2,0,0,0,0,0,0,0,15,7,0,0,62.7,1,1,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,교통시스템공학과(0204445),주간,일반과정,18,6,9,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,60,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,기계공학과(0115133),주간,일반과정,187,7,119,3,1,0,0,0,0,0,2,0,4,0,31,0,1,0,0,0,0,0,0,29,4,0,0,79.6,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,산업공학과(0116357),주간,일반과정,87,15,49,6,1,0,0,0,0,0,0,0,2,2,16,4,0,0,0,1,0,1,0,17,3,0,0,75,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,신소재공학과(0116902),주간,일반과정,14,6,7,2,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,2,2,0,0,71.4,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,응용화학생명공학과(0204432),주간,일반과정,59,20,24,5,0,0,0,0,0,0,0,0,0,1,26,10,0,0,0,0,0,0,0,9,4,0,0,69.8,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,화학공학과(0119231),주간,일반과정,55,22,41,15,0,0,0,0,0,0,0,0,0,3,6,1,1,0,0,0,0,0,0,7,3,0,0,85.5,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,공과대학,환경공학과(0119253),주간,일반과정,17,12,8,7,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,6,2,0,0,66.7,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,정보통신대학,미디어학과(0204478),주간,일반과정,78,26,51,12,0,1,0,0,0,0,0,0,3,2,8,1,0,0,0,0,0,0,0,16,10,0,0,72.6,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,정보통신대학,전자공학과(0117955),주간,일반과정,182,18,110,11,0,0,0,0,0,0,1,0,2,0,43,3,1,0,0,0,0,0,0,25,4,0,0,81,0,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,정보통신대학,정보컴퓨터공학과(0118057),주간,일반과정,110,33,60,18,4,0,0,0,0,0,1,0,3,1,33,9,0,0,0,0,0,0,0,9,5,0,0,86.1,1,0,0,0,0,,,0,,,0,,,0,,
2014,대학교,사립,아주대학교 _본교,사회과학대학,심리학과(0117003),주간,일반과정,24,36,6,12,0,0,0,0,0,0,1,0,0,1,9,13,0,0,0,0,0,0,0,8,10,0,0,52.6,1,0,0,0,0,,,0,,,0,,,0,,

